session_id,user_id,event_date,event_month,event_quarter,product_id,category,brand,price,discount_%,device_type,traffic_source,gender,age_group,city,pages_viewed,time_spent_min,funnel_stage,is_cart,is_checkout,is_purchase,cart_abandoned,revenue
SESS017505,USR07299,14-11-2024,Nov-24,Q4 2024,PROD6625,beauty.makeup,Maybelline,2648.75,0,Mobile,Paid Ad,Male,35-44,Delhi,15,22,Purchase,1,1,1,0,2648.75
SESS017506,USR05042,15-08-2024,Aug-24,Q3 2024,PROD6831,apparel.footwear,Converse,3872.54,0,Tablet,Organic Search,Female,35-44,Hyderabad,2,9.3,Cart,1,0,0,1,0
SESS017507,USR00647,01-11-2024,Nov-24,Q4 2024,PROD6716,sports.equipment,Nike,14312.64,0,Mobile,Email Campaign,Female,25-34,Jaipur,15,24.9,Cart,1,0,0,1,0
SESS017508,USR06665,22-02-2024,Feb-24,Q1 2024,PROD8934,apparel.clothing,Nike,2951.14,0,Mobile,Email Campaign,Female,18-24,Ahmedabad,1,25.1,Purchase,1,1,1,0,2951.14
SESS017509,USR07186,22-04-2024,Apr-24,Q2 2024,PROD3339,sports.clothing,Nike,1010.27,5,Desktop,Organic Search,Female,35-44,Chennai,6,39.1,View,0,0,0,0,0
SESS017510,USR07393,03-02-2024,Feb-24,Q1 2024,PROD3525,home.decor,Fabindia,454.66,5,Mobile,Paid Ad,Female,25-34,Kolkata,14,3.1,Checkout,1,1,0,1,0
SESS017511,USR05140,18-01-2024,Jan-24,Q1 2024,PROD9755,electronics.tablet,Amazon,33562.92,30,Mobile,Organic Search,Female,18-24,Mumbai,14,22,Purchase,1,1,1,0,23494.04
SESS017512,USR02795,19-04-2024,Apr-24,Q2 2024,PROD3290,apparel.accessories,Casio,5310.88,25,Mobile,Direct,Male,18-24,Mumbai,5,5.6,Cart,1,0,0,1,0
SESS017513,USR07770,08-07-2024,Jul-24,Q3 2024,PROD3572,books.education,Wiley,1244.64,20,Mobile,Organic Search,Female,25-34,Bangalore,13,41.3,Purchase,1,1,1,0,995.71
SESS017514,USR03324,01-10-2024,Oct-24,Q4 2024,PROD6606,electronics.smartphone,Realme,16320.44,0,Tablet,Email Campaign,Female,18-24,Mumbai,4,20.9,View,0,0,0,0,0
SESS017515,USR05642,03-10-2024,Oct-24,Q4 2024,PROD4071,electronics.headphone,Boat,4167.88,20,Mobile,Email Campaign,Female,25-34,Chennai,2,20.9,View,0,0,0,0,0
SESS017516,USR06161,20-03-2024,Mar-24,Q1 2024,PROD8710,home.decor,Westside,5977.51,5,Mobile,Social Media,Male,18-24,Bangalore,11,11,View,0,0,0,0,0
SESS017517,USR05610,04-01-2024,Jan-24,Q1 2024,PROD3830,sports.equipment,Nike,12665.44,10,Mobile,Organic Search,Male,25-34,Bangalore,4,24.8,Cart,1,0,0,1,0
SESS017518,USR01758,14-06-2024,Jun-24,Q2 2024,PROD3272,grocery.beverages,Tropicana,33.89,30,Mobile,Organic Search,Female,55+,Chennai,5,38.6,View,0,0,0,0,0
SESS017519,USR05829,09-05-2024,May-24,Q2 2024,PROD9061,home.appliances,Philips,23672.57,25,Mobile,Paid Ad,Male,18-24,Kolkata,12,5.2,Cart,1,0,0,1,0
SESS017520,USR00396,23-04-2024,Apr-24,Q2 2024,PROD6804,electronics.laptop,HP,130764.87,0,Mobile,Direct,Female,35-44,Bangalore,14,7.8,Cart,1,0,0,1,0
SESS017521,USR02319,08-08-2024,Aug-24,Q3 2024,PROD3068,electronics.smartphone,Realme,28204.42,20,Desktop,Paid Ad,Male,35-44,Kolkata,2,24.2,View,0,0,0,0,0
SESS017522,USR01581,21-09-2024,Sep-24,Q3 2024,PROD7759,sports.equipment,Wilson,15637.13,15,Tablet,Referral,Male,25-34,Hyderabad,14,16.6,Cart,1,0,0,1,0
SESS017523,USR05243,21-07-2024,Jul-24,Q3 2024,PROD9844,electronics.headphone,JBL,13414.18,15,Mobile,Social Media,Female,18-24,Mumbai,3,42.5,View,0,0,0,0,0
SESS017524,USR07474,05-11-2024,Nov-24,Q4 2024,PROD1234,apparel.accessories,Ray-Ban,7523.51,0,Desktop,Organic Search,Female,18-24,Hyderabad,3,31.8,View,0,0,0,0,0
SESS017525,USR05211,16-06-2024,Jun-24,Q2 2024,PROD8995,sports.equipment,Yonex,7042.72,30,Mobile,Organic Search,Female,35-44,Bangalore,11,26.8,Cart,1,0,0,1,0
SESS017526,USR03744,20-02-2024,Feb-24,Q1 2024,PROD1421,home.appliances,LG,34117.79,5,Mobile,Referral,Male,55+,Bangalore,8,42.5,Cart,1,0,0,1,0
SESS017527,USR05726,22-09-2024,Sep-24,Q3 2024,PROD1879,sports.clothing,Adidas,674.14,10,Desktop,Organic Search,Female,55+,Hyderabad,1,37.8,Purchase,1,1,1,0,606.73
SESS017528,USR07907,23-03-2024,Mar-24,Q1 2024,PROD4248,books.fiction,Simon & Schuster,465.16,5,Desktop,Organic Search,Male,45-54,Hyderabad,15,35.6,Purchase,1,1,1,0,441.9
SESS017529,USR02072,20-02-2024,Feb-24,Q1 2024,PROD3428,sports.equipment,Decathlon,4645.46,30,Mobile,Paid Ad,Female,35-44,Jaipur,3,35,Purchase,1,1,1,0,3251.82
SESS017530,USR00011,25-09-2024,Sep-24,Q3 2024,PROD7543,beauty.skincare,Neutrogena,1006.84,25,Mobile,Paid Ad,Male,45-54,Mumbai,4,42.4,Purchase,1,1,1,0,755.13
SESS017531,USR01388,09-05-2024,May-24,Q2 2024,PROD3749,home.appliances,Whirlpool,27658.56,0,Desktop,Organic Search,Male,25-34,Bangalore,12,27.8,Cart,1,0,0,1,0
SESS017532,USR07786,27-01-2024,Jan-24,Q1 2024,PROD7090,home.appliances,LG,27657.96,20,Desktop,Organic Search,Female,25-34,Lucknow,8,16.6,View,0,0,0,0,0
SESS017533,USR01025,18-07-2024,Jul-24,Q3 2024,PROD8563,electronics.smartphone,OnePlus,60323.16,20,Mobile,Direct,Female,25-34,Pune,9,40.4,Purchase,1,1,1,0,48258.53
SESS017534,USR04614,15-04-2024,Apr-24,Q2 2024,PROD2816,home.furniture,IKEA,35436.4,20,Mobile,Social Media,Male,25-34,Chennai,8,21.4,View,0,0,0,0,0
SESS017535,USR07824,24-03-2024,Mar-24,Q1 2024,PROD4361,electronics.laptop,Lenovo,98711.04,0,Mobile,Paid Ad,Female,35-44,Pune,9,28,Cart,1,0,0,1,0
SESS017536,USR02431,21-04-2024,Apr-24,Q2 2024,PROD3261,sports.equipment,Decathlon,1767.99,0,Mobile,Social Media,Female,18-24,Jaipur,14,14.3,Checkout,1,1,0,1,0
SESS017537,USR00661,10-10-2024,Oct-24,Q4 2024,PROD4022,home.furniture,IKEA,45894.77,20,Mobile,Paid Ad,Male,25-34,Kolkata,15,40.9,Purchase,1,1,1,0,36715.82
SESS017538,USR03419,10-12-2024,Dec-24,Q4 2024,PROD5579,apparel.clothing,Zara,2653.89,10,Desktop,Referral,Male,35-44,Delhi,5,35.7,Checkout,1,1,0,1,0
SESS017539,USR04169,26-02-2024,Feb-24,Q1 2024,PROD9108,electronics.camera,Sony,54949.72,10,Mobile,Email Campaign,Male,25-34,Bangalore,1,9.4,View,0,0,0,0,0
SESS017540,USR00196,16-06-2024,Jun-24,Q2 2024,PROD9920,home.decor,IKEA,6462.17,0,Tablet,Organic Search,Male,25-34,Hyderabad,3,32.9,View,0,0,0,0,0
SESS017541,USR04869,05-02-2024,Feb-24,Q1 2024,PROD2619,grocery.beverages,Dabur,89.9,0,Mobile,Organic Search,Female,35-44,Ahmedabad,7,18.1,Purchase,1,1,1,0,89.9
SESS017542,USR01006,24-05-2024,May-24,Q2 2024,PROD2636,grocery.beverages,Dabur,356.83,0,Desktop,Paid Ad,Female,25-34,Ahmedabad,13,5.4,Checkout,1,1,0,1,0
SESS017543,USR04441,20-05-2024,May-24,Q2 2024,PROD3314,electronics.smartphone,Realme,22580.69,10,Mobile,Social Media,Female,45-54,Delhi,13,41.5,View,0,0,0,0,0
SESS017544,USR00622,01-06-2024,Jun-24,Q2 2024,PROD5146,toys.games,Sony,11829.01,0,Desktop,Paid Ad,Male,18-24,Pune,9,11,View,0,0,0,0,0
SESS017545,USR05532,30-08-2024,Aug-24,Q3 2024,PROD1651,electronics.smartphone,OnePlus,42493.91,0,Desktop,Referral,Male,25-34,Mumbai,13,34.7,Cart,1,0,0,1,0
SESS017546,USR05687,07-05-2024,May-24,Q2 2024,PROD6572,toys.kids,LEGO,1436.88,25,Desktop,Email Campaign,Female,35-44,Delhi,12,20.4,Checkout,1,1,0,1,0
SESS017547,USR04114,23-08-2024,Aug-24,Q3 2024,PROD4134,toys.games,Nintendo,2607.45,5,Tablet,Direct,Male,45-54,Kolkata,1,19.4,Cart,1,0,0,1,0
SESS017548,USR05429,12-01-2024,Jan-24,Q1 2024,PROD9694,electronics.tablet,Lenovo,43841.38,0,Desktop,Direct,Female,25-34,Hyderabad,6,35.5,View,0,0,0,0,0
SESS017549,USR07259,19-04-2024,Apr-24,Q2 2024,PROD8993,home.appliances,LG,23493.78,15,Desktop,Social Media,Female,35-44,Mumbai,11,28.8,Cart,1,0,0,1,0
SESS017550,USR01380,18-05-2024,May-24,Q2 2024,PROD3721,toys.games,Nintendo,9475.41,20,Mobile,Organic Search,Female,25-34,Delhi,6,9.3,Cart,1,0,0,1,0
SESS017551,USR01707,02-03-2024,Mar-24,Q1 2024,PROD2954,grocery.food,Amul,217.46,30,Mobile,Email Campaign,Female,18-24,Kolkata,8,12.9,View,0,0,0,0,0
SESS017552,USR06338,27-04-2024,Apr-24,Q2 2024,PROD5041,books.fiction,HarperCollins,497.27,10,Mobile,Email Campaign,Male,55+,Mumbai,12,5.6,View,0,0,0,0,0
SESS017553,USR06759,21-01-2024,Jan-24,Q1 2024,PROD7998,home.appliances,Whirlpool,39669.86,0,Tablet,Paid Ad,Other,35-44,Mumbai,15,14.9,Cart,1,0,0,1,0
SESS017554,USR01119,28-11-2024,Nov-24,Q4 2024,PROD9227,electronics.camera,Sony,97413.89,20,Mobile,Social Media,Male,45-54,Hyderabad,8,29.7,Purchase,1,1,1,0,77931.11
SESS017555,USR06831,10-10-2024,Oct-24,Q4 2024,PROD4566,apparel.accessories,Fossil,9235.9,15,Mobile,Social Media,Female,25-34,Pune,1,23.2,Cart,1,0,0,1,0
SESS017556,USR05687,28-03-2024,Mar-24,Q1 2024,PROD1559,home.decor,Westside,7850.83,25,Mobile,Email Campaign,Female,35-44,Delhi,3,43.2,View,0,0,0,0,0
SESS017557,USR06943,30-10-2024,Oct-24,Q4 2024,PROD6859,apparel.footwear,Converse,5918.16,20,Mobile,Organic Search,Female,18-24,Delhi,7,12.2,Checkout,1,1,0,1,0
SESS017558,USR03196,09-07-2024,Jul-24,Q3 2024,PROD4857,electronics.smartphone,Xiaomi,56955.06,15,Mobile,Social Media,Female,25-34,Lucknow,5,35.2,Purchase,1,1,1,0,48411.8
SESS017559,USR00821,28-11-2024,Nov-24,Q4 2024,PROD3066,electronics.camera,Canon,113978.3,0,Mobile,Social Media,Female,18-24,Delhi,2,9.9,View,0,0,0,0,0
SESS017560,USR03252,15-06-2024,Jun-24,Q2 2024,PROD9403,electronics.smartphone,Realme,43983.79,20,Mobile,Direct,Male,35-44,Bangalore,1,5.7,Purchase,1,1,1,0,35187.03
SESS017561,USR06409,29-05-2024,May-24,Q2 2024,PROD4919,books.education,Wiley,731.17,30,Tablet,Paid Ad,Female,35-44,Mumbai,12,24.3,Purchase,1,1,1,0,511.82
SESS017562,USR05813,02-12-2024,Dec-24,Q4 2024,PROD4872,toys.kids,LEGO,4928.94,0,Desktop,Organic Search,Female,25-34,Delhi,13,4.4,Cart,1,0,0,1,0
SESS017563,USR07550,26-01-2024,Jan-24,Q1 2024,PROD2608,electronics.laptop,Dell,64663.41,0,Desktop,Paid Ad,Female,35-44,Bangalore,7,42.7,Purchase,1,1,1,0,64663.41
SESS017564,USR06723,28-07-2024,Jul-24,Q3 2024,PROD8949,electronics.smartphone,Samsung,45538.36,10,Mobile,Organic Search,Female,25-34,Hyderabad,7,41.4,Checkout,1,1,0,1,0
SESS017565,USR06852,10-06-2024,Jun-24,Q2 2024,PROD2243,grocery.beverages,Coca-Cola,130.23,10,Desktop,Organic Search,Female,35-44,Mumbai,12,29,Checkout,1,1,0,1,0
SESS017566,USR06964,14-06-2024,Jun-24,Q2 2024,PROD4975,home.appliances,LG,37849.56,5,Tablet,Organic Search,Female,18-24,Pune,6,40.6,View,0,0,0,0,0
SESS017567,USR06505,01-04-2024,Apr-24,Q2 2024,PROD3745,electronics.camera,Canon,43625.08,15,Mobile,Social Media,Male,18-24,Bangalore,14,6.4,Purchase,1,1,1,0,37081.32
SESS017568,USR05541,16-09-2024,Sep-24,Q3 2024,PROD9759,electronics.tablet,Lenovo,61451.23,30,Desktop,Social Media,Male,25-34,Kolkata,14,43.8,Checkout,1,1,0,1,0
SESS017569,USR00236,27-08-2024,Aug-24,Q3 2024,PROD6734,electronics.camera,Fujifilm,96243.34,0,Mobile,Direct,Female,25-34,Hyderabad,5,43.4,Purchase,1,1,1,0,96243.34
SESS017570,USR02972,22-02-2024,Feb-24,Q1 2024,PROD1193,toys.kids,Mattel,3968.18,10,Mobile,Organic Search,Male,55+,Delhi,8,15.3,Purchase,1,1,1,0,3571.36
SESS017571,USR03974,22-01-2024,Jan-24,Q1 2024,PROD6526,home.decor,Pepperfry,1440.14,20,Mobile,Social Media,Female,35-44,Ahmedabad,13,21.5,View,0,0,0,0,0
SESS017572,USR01020,23-07-2024,Jul-24,Q3 2024,PROD9590,electronics.smartphone,OnePlus,73192.72,30,Desktop,Email Campaign,Male,35-44,Kolkata,8,2.7,View,0,0,0,0,0
SESS017573,USR05482,27-07-2024,Jul-24,Q3 2024,PROD6340,grocery.beverages,Dabur,83.36,0,Desktop,Direct,Male,18-24,Delhi,2,22.7,Cart,1,0,0,1,0
SESS017574,USR03099,22-11-2024,Nov-24,Q4 2024,PROD8707,home.appliances,Philips,39971.59,5,Mobile,Organic Search,Male,35-44,Mumbai,14,32.9,Cart,1,0,0,1,0
SESS017575,USR04632,26-06-2024,Jun-24,Q2 2024,PROD4917,electronics.smartphone,Samsung,26738.31,0,Desktop,Push Notification,Male,18-24,Kolkata,15,39.1,Cart,1,0,0,1,0
SESS017576,USR01928,19-11-2024,Nov-24,Q4 2024,PROD9778,apparel.clothing,Zara,3741.8,0,Mobile,Social Media,Female,55+,Mumbai,11,17.6,Cart,1,0,0,1,0
SESS017577,USR02707,26-03-2024,Mar-24,Q1 2024,PROD5922,home.decor,Fabindia,5089.7,30,Desktop,Social Media,Male,35-44,Bangalore,4,19.4,View,0,0,0,0,0
SESS017578,USR06857,26-04-2024,Apr-24,Q2 2024,PROD3542,home.decor,IKEA,7697.49,5,Tablet,Paid Ad,Female,25-34,Chennai,12,42.1,View,0,0,0,0,0
SESS017579,USR01906,03-02-2024,Feb-24,Q1 2024,PROD1223,electronics.laptop,Dell,120701.03,10,Mobile,Organic Search,Male,25-34,Jaipur,3,25.2,Purchase,1,1,1,0,108630.93
SESS017580,USR00042,07-10-2024,Oct-24,Q4 2024,PROD4011,books.education,Pearson,989.39,0,Desktop,Organic Search,Female,25-34,Ahmedabad,11,15.9,View,0,0,0,0,0
SESS017581,USR06798,18-11-2024,Nov-24,Q4 2024,PROD3106,toys.kids,Mattel,4747.59,0,Tablet,Organic Search,Male,18-24,Mumbai,8,32.7,View,0,0,0,0,0
SESS017582,USR07125,05-01-2024,Jan-24,Q1 2024,PROD9694,apparel.accessories,Casio,6710.82,0,Mobile,Paid Ad,Male,18-24,Mumbai,12,35.1,View,0,0,0,0,0
SESS017583,USR07469,19-04-2024,Apr-24,Q2 2024,PROD6043,beauty.makeup,NYX,2092.81,25,Desktop,Paid Ad,Female,35-44,Ahmedabad,4,38.2,Cart,1,0,0,1,0
SESS017584,USR05935,29-01-2024,Jan-24,Q1 2024,PROD4002,electronics.headphone,JBL,17377.67,30,Mobile,Social Media,Male,35-44,Pune,12,3.8,Checkout,1,1,0,1,0
SESS017585,USR05158,09-08-2024,Aug-24,Q3 2024,PROD5711,toys.kids,LEGO,4129.51,0,Tablet,Referral,Female,18-24,Kolkata,9,28.9,Cart,1,0,0,1,0
SESS017586,USR07601,04-11-2024,Nov-24,Q4 2024,PROD4254,electronics.tablet,Amazon,12996.92,0,Mobile,Social Media,Female,25-34,Hyderabad,8,12.3,Cart,1,0,0,1,0
SESS017587,USR03113,29-03-2024,Mar-24,Q1 2024,PROD9337,electronics.camera,Canon,76743.16,0,Desktop,Social Media,Female,18-24,Hyderabad,11,12.1,View,0,0,0,0,0
SESS017588,USR03742,02-05-2024,May-24,Q2 2024,PROD9064,apparel.accessories,Casio,7757.98,20,Mobile,Social Media,Female,25-34,Bangalore,2,42.4,Cart,1,0,0,1,0
SESS017589,USR06634,05-07-2024,Jul-24,Q3 2024,PROD1522,sports.equipment,Nike,2697.98,30,Desktop,Organic Search,Female,35-44,Jaipur,9,4.7,Cart,1,0,0,1,0
SESS017590,USR03962,05-08-2024,Aug-24,Q3 2024,PROD2932,electronics.laptop,Apple,41256,5,Mobile,Organic Search,Male,45-54,Delhi,15,41.3,View,0,0,0,0,0
SESS017591,USR05744,12-10-2024,Oct-24,Q4 2024,PROD5648,electronics.smartphone,Xiaomi,44206.51,30,Desktop,Direct,Other,35-44,Hyderabad,8,20.8,Cart,1,0,0,1,0
SESS017592,USR05888,26-09-2024,Sep-24,Q3 2024,PROD2326,apparel.footwear,Puma,504.32,10,Mobile,Email Campaign,Female,18-24,Kolkata,12,25,Checkout,1,1,0,1,0
SESS017593,USR05702,25-04-2024,Apr-24,Q2 2024,PROD6533,electronics.tablet,Samsung,43867.25,5,Mobile,Social Media,Male,35-44,Lucknow,3,8.9,Checkout,1,1,0,1,0
SESS017594,USR02572,17-02-2024,Feb-24,Q1 2024,PROD1385,beauty.skincare,Lakme,1402.25,0,Mobile,Paid Ad,Female,45-54,Delhi,14,4.9,Purchase,1,1,1,0,1402.25
SESS017595,USR04095,17-09-2024,Sep-24,Q3 2024,PROD1694,electronics.headphone,Bose,14861.19,0,Desktop,Social Media,Male,35-44,Chennai,12,31.8,Purchase,1,1,1,0,14861.19
SESS017596,USR06937,02-04-2024,Apr-24,Q2 2024,PROD9756,home.decor,Pepperfry,7968.1,10,Mobile,Organic Search,Male,35-44,Mumbai,5,5.1,Checkout,1,1,0,1,0
SESS017597,USR04356,14-08-2024,Aug-24,Q3 2024,PROD3176,books.education,Pearson,1120.25,10,Tablet,Organic Search,Female,18-24,Ahmedabad,8,2.4,Purchase,1,1,1,0,1008.23
SESS017598,USR05923,01-01-2024,Jan-24,Q1 2024,PROD4612,toys.games,Nintendo,10715,0,Desktop,Paid Ad,Male,25-34,Bangalore,13,19.8,View,0,0,0,0,0
SESS017599,USR00622,05-06-2024,Jun-24,Q2 2024,PROD8455,electronics.tablet,Samsung,73089.19,5,Mobile,Email Campaign,Male,18-24,Pune,5,10.5,Purchase,1,1,1,0,69434.73
SESS017600,USR05136,28-03-2024,Mar-24,Q1 2024,PROD5573,apparel.clothing,Nike,844.37,0,Desktop,Organic Search,Male,55+,Mumbai,2,23.9,View,0,0,0,0,0
SESS017601,USR02212,14-05-2024,May-24,Q2 2024,PROD2467,beauty.skincare,Neutrogena,2303.37,5,Mobile,Direct,Female,25-34,Delhi,8,25.3,Cart,1,0,0,1,0
SESS017602,USR07630,14-03-2024,Mar-24,Q1 2024,PROD9950,electronics.smartphone,OnePlus,20550.22,10,Mobile,Social Media,Female,18-24,Chennai,12,29.6,Cart,1,0,0,1,0
SESS017603,USR04082,10-08-2024,Aug-24,Q3 2024,PROD5164,apparel.clothing,Levi's,352.4,20,Mobile,Paid Ad,Male,35-44,Hyderabad,3,12.1,View,0,0,0,0,0
SESS017604,USR06192,18-06-2024,Jun-24,Q2 2024,PROD2531,books.education,Pearson,1006.52,30,Mobile,Social Media,Female,18-24,Delhi,7,2,View,0,0,0,0,0
SESS017605,USR00641,04-05-2024,May-24,Q2 2024,PROD5931,beauty.skincare,Olay,286.65,0,Mobile,Email Campaign,Male,45-54,Chennai,7,1.7,View,0,0,0,0,0
SESS017606,USR04095,29-01-2024,Jan-24,Q1 2024,PROD9669,beauty.skincare,Olay,1855.42,25,Mobile,Direct,Male,35-44,Chennai,1,10.3,Cart,1,0,0,1,0
SESS017607,USR01919,31-01-2024,Jan-24,Q1 2024,PROD7003,electronics.tablet,Amazon,17323.55,0,Tablet,Direct,Male,18-24,Delhi,15,16,Purchase,1,1,1,0,17323.55
SESS017608,USR07947,15-08-2024,Aug-24,Q3 2024,PROD5623,books.education,McGraw-Hill,260.46,0,Mobile,Paid Ad,Female,25-34,Hyderabad,3,17.3,Purchase,1,1,1,0,260.46
SESS017609,USR07486,03-09-2024,Sep-24,Q3 2024,PROD9767,sports.clothing,Nike,2661.32,10,Mobile,Social Media,Female,35-44,Delhi,9,13,Purchase,1,1,1,0,2395.19
SESS017610,USR03628,02-08-2024,Aug-24,Q3 2024,PROD3764,electronics.laptop,Apple,126790.13,15,Desktop,Organic Search,Female,25-34,Chennai,14,3.9,Purchase,1,1,1,0,107771.61
SESS017611,USR01021,27-04-2024,Apr-24,Q2 2024,PROD3222,electronics.headphone,Bose,6748.14,15,Tablet,Organic Search,Female,25-34,Delhi,7,12.5,Purchase,1,1,1,0,5735.92
SESS017612,USR02186,15-04-2024,Apr-24,Q2 2024,PROD4001,toys.kids,Fisher-Price,2428.28,0,Mobile,Social Media,Female,25-34,Mumbai,14,1.2,View,0,0,0,0,0
SESS017613,USR02722,02-11-2024,Nov-24,Q4 2024,PROD5508,apparel.footwear,Converse,3172.97,0,Mobile,Social Media,Female,25-34,Pune,14,40.3,View,0,0,0,0,0
SESS017614,USR04814,28-11-2024,Nov-24,Q4 2024,PROD3231,home.furniture,IKEA,14011.77,15,Mobile,Push Notification,Female,18-24,Bangalore,15,21.9,Purchase,1,1,1,0,11910
SESS017615,USR05340,18-01-2024,Jan-24,Q1 2024,PROD2266,electronics.smartphone,Xiaomi,79053.41,20,Tablet,Social Media,Male,25-34,Hyderabad,12,24,View,0,0,0,0,0
SESS017616,USR00035,14-03-2024,Mar-24,Q1 2024,PROD8571,beauty.skincare,Himalaya,1378.46,30,Mobile,Organic Search,Female,35-44,Kolkata,11,26.6,Purchase,1,1,1,0,964.92
SESS017617,USR02288,11-03-2024,Mar-24,Q1 2024,PROD3124,apparel.clothing,H&M,305.7,0,Mobile,Social Media,Male,18-24,Lucknow,14,16.8,Checkout,1,1,0,1,0
SESS017618,USR02527,02-06-2024,Jun-24,Q2 2024,PROD5290,sports.equipment,Nike,16565.27,20,Mobile,Paid Ad,Male,35-44,Delhi,5,13.3,Checkout,1,1,0,1,0
SESS017619,USR07528,19-06-2024,Jun-24,Q2 2024,PROD8681,books.education,McGraw-Hill,346.79,10,Mobile,Direct,Female,35-44,Bangalore,12,37.3,Checkout,1,1,0,1,0
SESS017620,USR06493,08-06-2024,Jun-24,Q2 2024,PROD8725,grocery.beverages,Tropicana,223.92,5,Mobile,Social Media,Male,18-24,Ahmedabad,13,38.1,View,0,0,0,0,0
SESS017621,USR01935,07-02-2024,Feb-24,Q1 2024,PROD9274,books.education,Wiley,927.54,25,Desktop,Push Notification,Female,25-34,Ahmedabad,13,42.9,Cart,1,0,0,1,0
SESS017622,USR02745,03-07-2024,Jul-24,Q3 2024,PROD8494,toys.games,Nintendo,10857.78,20,Desktop,Social Media,Female,25-34,Mumbai,13,6.3,Purchase,1,1,1,0,8686.22
SESS017623,USR03441,29-06-2024,Jun-24,Q2 2024,PROD9826,grocery.food,Britannia,812.86,15,Desktop,Push Notification,Male,25-34,Hyderabad,10,7,Cart,1,0,0,1,0
SESS017624,USR05585,16-12-2024,Dec-24,Q4 2024,PROD2530,apparel.clothing,Zara,4490.59,0,Desktop,Organic Search,Male,25-34,Mumbai,8,41.5,Cart,1,0,0,1,0
SESS017625,USR07858,15-02-2024,Feb-24,Q1 2024,PROD5964,electronics.camera,Fujifilm,56958.97,0,Mobile,Email Campaign,Male,25-34,Lucknow,15,43.7,Cart,1,0,0,1,0
SESS017626,USR02983,05-10-2024,Oct-24,Q4 2024,PROD4097,electronics.camera,Fujifilm,70319.81,0,Desktop,Paid Ad,Female,45-54,Mumbai,10,42.3,Checkout,1,1,0,1,0
SESS017627,USR03829,27-04-2024,Apr-24,Q2 2024,PROD9586,electronics.headphone,Sony,717.48,5,Mobile,Social Media,Female,18-24,Jaipur,8,28,View,0,0,0,0,0
SESS017628,USR07494,25-03-2024,Mar-24,Q1 2024,PROD7553,books.education,Wiley,817.76,10,Mobile,Paid Ad,Female,25-34,Bangalore,5,21.7,Checkout,1,1,0,1,0
SESS017629,USR05283,27-09-2024,Sep-24,Q3 2024,PROD1849,grocery.food,Haldirams,247.09,10,Desktop,Paid Ad,Male,35-44,Chennai,12,14.2,View,0,0,0,0,0
SESS017630,USR03732,29-10-2024,Oct-24,Q4 2024,PROD1770,beauty.skincare,Neutrogena,2842.23,20,Desktop,Direct,Female,18-24,Bangalore,10,34.8,View,0,0,0,0,0
SESS017631,USR03465,29-09-2024,Sep-24,Q3 2024,PROD5058,electronics.tablet,Samsung,64479.25,30,Desktop,Paid Ad,Male,35-44,Ahmedabad,13,5.9,Purchase,1,1,1,0,45135.47
SESS017632,USR00028,26-06-2024,Jun-24,Q2 2024,PROD9682,electronics.smartphone,Xiaomi,42310.93,0,Mobile,Social Media,Female,25-34,Kolkata,2,14.5,Purchase,1,1,1,0,42310.93
SESS017633,USR07127,01-09-2024,Sep-24,Q3 2024,PROD8563,electronics.smartphone,Realme,76179.51,0,Tablet,Email Campaign,Male,35-44,Mumbai,1,33.6,View,0,0,0,0,0
SESS017634,USR04623,22-05-2024,May-24,Q2 2024,PROD5797,home.decor,IKEA,4892.9,0,Desktop,Paid Ad,Male,55+,Chennai,11,0.5,View,0,0,0,0,0
SESS017635,USR04123,14-09-2024,Sep-24,Q3 2024,PROD3840,toys.games,Nintendo,14518.26,10,Mobile,Social Media,Female,35-44,Lucknow,6,43.7,Purchase,1,1,1,0,13066.43
SESS017636,USR05948,14-09-2024,Sep-24,Q3 2024,PROD3411,home.furniture,Godrej,32519.58,20,Mobile,Direct,Male,25-34,Hyderabad,4,36.5,Checkout,1,1,0,1,0
SESS017637,USR02718,09-01-2024,Jan-24,Q1 2024,PROD2676,home.decor,Pepperfry,3065.95,0,Mobile,Paid Ad,Other,18-24,Mumbai,13,31.8,Cart,1,0,0,1,0
SESS017638,USR07119,26-08-2024,Aug-24,Q3 2024,PROD9068,beauty.skincare,Lakme,2327.9,10,Mobile,Paid Ad,Female,18-24,Kolkata,1,34.9,Purchase,1,1,1,0,2095.11
SESS017639,USR05044,19-01-2024,Jan-24,Q1 2024,PROD7306,sports.equipment,Wilson,7629.18,15,Desktop,Paid Ad,Female,45-54,Lucknow,1,43.8,Checkout,1,1,0,1,0
SESS017640,USR06527,26-06-2024,Jun-24,Q2 2024,PROD1736,home.furniture,Godrej,24419.3,0,Desktop,Social Media,Male,25-34,Chennai,15,0.5,View,0,0,0,0,0
SESS017641,USR05520,16-07-2024,Jul-24,Q3 2024,PROD4047,home.furniture,Pepperfry,43465.69,20,Mobile,Paid Ad,Female,25-34,Ahmedabad,8,22.5,View,0,0,0,0,0
SESS017642,USR05182,24-10-2024,Oct-24,Q4 2024,PROD7923,home.decor,Westside,4342.11,25,Desktop,Organic Search,Female,18-24,Pune,10,41.2,Cart,1,0,0,1,0
SESS017643,USR03220,25-12-2024,Dec-24,Q4 2024,PROD5889,books.education,Oxford,1631.35,15,Desktop,Paid Ad,Female,25-34,Mumbai,6,41.2,Checkout,1,1,0,1,0
